2022-11-28 15:35:28,530 - root - INFO - Namespace(Ks='[20, 40, 60, 80, 100]', aggregation_type='bi-interaction', cf_batch_size=1024, cf_l2loss_lambda=1e-05, cf_print_every=1, conv_dim_list='[64, 32, 16]', data_dir='datasets/', data_name='yelp2018', embed_dim=64, evaluate_every=10, kg_batch_size=2048, kg_l2loss_lambda=1e-05, kg_print_every=1, laplacian_type='random-walk', lr=0.0001, mess_dropout='[0.1, 0.1, 0.1]', n_epoch=1000, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', relation_dim=64, save_dir='trained_model/KGAT/yelp2018/embed-dim64_relation-dim64_random-walk_bi-interaction_64-32-16_lr0.0001_pretrain1/', seed=2019, stopping_steps=10, test_batch_size=10000, use_pretrain=1)
2022-11-28 15:38:22,326 - root - INFO - n_users:           45919
2022-11-28 15:38:22,328 - root - INFO - n_items:           45538
2022-11-28 15:38:22,328 - root - INFO - n_entities:        136499
2022-11-28 15:38:22,328 - root - INFO - n_users_entities:  182418
2022-11-28 15:38:22,329 - root - INFO - n_relations:       86
2022-11-28 15:38:22,331 - root - INFO - n_h_list:          5567472
2022-11-28 15:38:22,331 - root - INFO - n_t_list:          5567472
2022-11-28 15:38:22,331 - root - INFO - n_r_list:          5567472
2022-11-28 15:38:22,331 - root - INFO - n_cf_train:        930032
2022-11-28 15:38:22,331 - root - INFO - n_cf_test:         253578
2022-11-28 15:38:22,331 - root - INFO - n_kg_train:        5567472
2022-11-28 15:38:28,046 - root - INFO - KGAT(
  (entity_user_embed): Embedding(182418, 64)
  (relation_embed): Embedding(86, 64)
  (aggregator_layers): ModuleList(
    (0): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=64, out_features=64, bias=True)
      (linear2): Linear(in_features=64, out_features=64, bias=True)
    )
    (1): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=64, out_features=32, bias=True)
      (linear2): Linear(in_features=64, out_features=32, bias=True)
    )
    (2): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=32, out_features=16, bias=True)
      (linear2): Linear(in_features=32, out_features=16, bias=True)
    )
  )
)
2022-11-28 15:38:30,649 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 0909 | Time 2.6s | Iter Loss 0.0381 | Iter Mean Loss 0.0381
2022-11-28 15:38:32,899 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 0909 | Time 2.3s | Iter Loss 0.0364 | Iter Mean Loss 0.0373
2022-11-28 15:38:35,136 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 0909 | Time 2.2s | Iter Loss 0.0332 | Iter Mean Loss 0.0359
2022-11-28 15:38:37,320 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 0909 | Time 2.2s | Iter Loss 0.0369 | Iter Mean Loss 0.0361
2022-11-28 15:38:39,866 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 0909 | Time 2.5s | Iter Loss 0.0334 | Iter Mean Loss 0.0356
2022-11-28 15:38:42,055 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 0909 | Time 2.2s | Iter Loss 0.0357 | Iter Mean Loss 0.0356
2022-11-28 15:38:44,246 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 0909 | Time 2.2s | Iter Loss 0.0339 | Iter Mean Loss 0.0354
2022-11-28 15:38:46,451 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 0909 | Time 2.2s | Iter Loss 0.0308 | Iter Mean Loss 0.0348
2022-11-28 15:38:48,696 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 0909 | Time 2.2s | Iter Loss 0.0262 | Iter Mean Loss 0.0338
2022-11-28 15:38:50,895 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 0909 | Time 2.2s | Iter Loss 0.0341 | Iter Mean Loss 0.0339
2022-11-28 15:38:53,087 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 0909 | Time 2.2s | Iter Loss 0.0358 | Iter Mean Loss 0.0340
2022-11-28 15:38:55,298 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 0909 | Time 2.2s | Iter Loss 0.0351 | Iter Mean Loss 0.0341
2022-11-28 15:38:57,531 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 0909 | Time 2.2s | Iter Loss 0.0352 | Iter Mean Loss 0.0342
2022-11-28 15:38:59,765 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 0909 | Time 2.2s | Iter Loss 0.0364 | Iter Mean Loss 0.0344
2022-11-28 15:39:01,972 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 0909 | Time 2.2s | Iter Loss 0.0314 | Iter Mean Loss 0.0342
2022-11-28 15:39:04,504 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 0909 | Time 2.5s | Iter Loss 0.0360 | Iter Mean Loss 0.0343
2022-11-28 15:39:06,729 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 0909 | Time 2.2s | Iter Loss 0.0317 | Iter Mean Loss 0.0341
2022-11-28 15:39:08,985 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 0909 | Time 2.3s | Iter Loss 0.0285 | Iter Mean Loss 0.0338
2022-11-28 15:39:11,296 - root - INFO - CF Training: Epoch 0001 Iter 0019 / 0909 | Time 2.3s | Iter Loss 0.0364 | Iter Mean Loss 0.0340
2022-11-28 15:39:13,719 - root - INFO - CF Training: Epoch 0001 Iter 0020 / 0909 | Time 2.4s | Iter Loss 0.0400 | Iter Mean Loss 0.0343
2022-11-28 15:39:15,954 - root - INFO - CF Training: Epoch 0001 Iter 0021 / 0909 | Time 2.2s | Iter Loss 0.0340 | Iter Mean Loss 0.0342
2022-11-28 15:39:18,185 - root - INFO - CF Training: Epoch 0001 Iter 0022 / 0909 | Time 2.2s | Iter Loss 0.0309 | Iter Mean Loss 0.0341
2022-11-28 15:39:20,413 - root - INFO - CF Training: Epoch 0001 Iter 0023 / 0909 | Time 2.2s | Iter Loss 0.0295 | Iter Mean Loss 0.0339
2022-11-28 15:39:22,633 - root - INFO - CF Training: Epoch 0001 Iter 0024 / 0909 | Time 2.2s | Iter Loss 0.0375 | Iter Mean Loss 0.0340
2022-11-28 15:39:24,892 - root - INFO - CF Training: Epoch 0001 Iter 0025 / 0909 | Time 2.3s | Iter Loss 0.0275 | Iter Mean Loss 0.0338
2022-11-28 15:39:27,101 - root - INFO - CF Training: Epoch 0001 Iter 0026 / 0909 | Time 2.2s | Iter Loss 0.0325 | Iter Mean Loss 0.0337
2022-11-28 15:39:29,348 - root - INFO - CF Training: Epoch 0001 Iter 0027 / 0909 | Time 2.2s | Iter Loss 0.0291 | Iter Mean Loss 0.0336
2022-11-28 15:39:31,586 - root - INFO - CF Training: Epoch 0001 Iter 0028 / 0909 | Time 2.2s | Iter Loss 0.0303 | Iter Mean Loss 0.0334
2022-11-28 15:39:33,820 - root - INFO - CF Training: Epoch 0001 Iter 0029 / 0909 | Time 2.2s | Iter Loss 0.0279 | Iter Mean Loss 0.0333
2022-11-28 15:39:36,035 - root - INFO - CF Training: Epoch 0001 Iter 0030 / 0909 | Time 2.2s | Iter Loss 0.0420 | Iter Mean Loss 0.0335
2022-11-28 15:39:38,252 - root - INFO - CF Training: Epoch 0001 Iter 0031 / 0909 | Time 2.2s | Iter Loss 0.0293 | Iter Mean Loss 0.0334
2022-11-28 15:39:40,486 - root - INFO - CF Training: Epoch 0001 Iter 0032 / 0909 | Time 2.2s | Iter Loss 0.0335 | Iter Mean Loss 0.0334
2022-11-28 15:39:42,689 - root - INFO - CF Training: Epoch 0001 Iter 0033 / 0909 | Time 2.2s | Iter Loss 0.0259 | Iter Mean Loss 0.0332
2022-11-28 15:39:44,911 - root - INFO - CF Training: Epoch 0001 Iter 0034 / 0909 | Time 2.2s | Iter Loss 0.0303 | Iter Mean Loss 0.0331
2022-11-28 15:39:47,142 - root - INFO - CF Training: Epoch 0001 Iter 0035 / 0909 | Time 2.2s | Iter Loss 0.0339 | Iter Mean Loss 0.0331
